Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Treatment]	Term Source REF	Term Accession Number	Factor Value[Relative Humidity]	Unit	Term Source REF	Term Accession Number	Characteristics[Material type]	Protocol REF	Parameter Value[time]	Unit	Term Source REF	Term Accession Number	Parameter Value[Time-of-wetness]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
F_B3-80-2	F_B3-80-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-60-2	F_B3-60-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-70-1	F_B2-70-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-80-1	F_B1-80-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-80-3	F_B3-80-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-100-2	F_B2-100-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-OD-1	F_B1-OD-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-OD-2	F_B2-OD-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-OD-1	F_B4-OD-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-50-1	F_B1-50-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-50-2	F_B2-50-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-50-3	F_B3-50-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-60-1	F_B1-60-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-60-3	F_B3-60-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-70-2	F_B2-70-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-80-2	F_B1-80-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-80-1	F_B4-80-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-60-2	F_B1-60-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-60-1	F_B4-60-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-70-3	F_B2-70-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-80-3	F_B1-80-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-80-2	F_B4-80-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-OD-1	F_B3-OD-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-OD-2	F_B1-OD-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-OD-3	F_B2-OD-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-OD-2	F_B4-OD-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-50-2	F_B1-50-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-50-3	F_B2-50-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-50-1	F_B4-50-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-60-3	F_B1-60-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-60-2	F_B4-60-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-70-1	F_B3-70-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-80-1	F_B2-80-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	No Relative Humidity Exposure	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-80-3	F_B4-80-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-60-1	F_B2-60-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-60-3	F_B4-60-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-70-2	F_B3-70-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-80-2	F_B2-80-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-85-1	F_B1-85-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-OD-3	F_B1-OD-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-OD-2	F_B3-OD-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-OD-3	F_B4-OD-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Original Dust				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-50-3	F_B1-50-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-50-1	F_B3-50-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-50-2	F_B4-50-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-60-2	F_B2-60-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-70-1	F_B1-70-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-70-3	F_B3-70-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-80-3	F_B2-80-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-60-3	F_B2-60-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-70-2	F_B1-70-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-70-2	F_B4-70-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			70	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-80-1	F_B3-80-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			80	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-85-3	F_B1-85-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-85-1	F_B2-85-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-85-3	F_B4-85-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-100-1	F_B2-100-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-85-2	F_B2-85-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-90-1	F_B1-90-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-90-3	F_B3-90-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-100-3	F_B2-100-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B2-85-3	F_B2-85-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-90-2	F_B1-90-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-90-1	F_B4-90-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-100-1	F_B3-100-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-85-1	F_B3-85-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B1-90-3	F_B1-90-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B4-90-2	F_B4-90-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-100-2	F_B3-100-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F_B3-85-2	F_B3-85-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
